Ibovespa,,,,,,,,Economatica
Em R$ Real,,,,,,,,
,,,,,,,,
Data,Q Negs,Q Tots,Volume,Fechamento,Abertura,Min,Max,Med
03/01/2000,14393,25716362000,619781818,16930,17098,16719,17408,17041
04/01/2000,17082,34897651437,749029333.5,15851,16907,15851,16907,16217
05/01/2000,18798,45526845902,1031216405,16245,15871,15349,16302,15854
06/01/2000,16445,55499777120,902185575.7,16106,16237,15977,16498,16246
07/01/2000,13310,48824232889,651508029.6,16309,16124,16124,16448,16341
10/01/2000,16115,48053759180,812610015.9,17022,16324,16324,17056,16937
11/01/2000,15885,45653697790,806402041.9,16572,17045,16572,17196,16861
12/01/2000,15504,51174073773,818375844.8,16616,16573,16330,16723,16539
13/01/2000,18685,66415145607,1643973934,17298,16663,16663,17715,17437
14/01/2000,17790,59861206395,1165246209,17657,17305,17305,17800,17594
17/01/2000,12987,30233571920,602063640,18053,17678,17678,18099,17879
18/01/2000,16414,39054363028,904524925.1,17903,18061,17624,18061,17769
19/01/2000,16755,1.24E+11,892745132.4,17470,17905,17470,18074,17758
20/01/2000,14120,63096315647,753337659.1,17176,17487,17028,17622,17337
21/01/2000,14371,49152816554,665767908.8,17034,17187,16901,17372,17048
24/01/2000,11134,43104993126,418686665.5,16971,17048,16971,17262,17158
25/01/2000,-,-,-,-,-,-,-,-
26/01/2000,14557,52166945719,639857692.6,17105,16971,16726,17105,16952
27/01/2000,15784,74079846746,771061209.6,17081,17114,17081,17422,17283
28/01/2000,15854,72364202577,830321280.8,16734,17149,16546,17252,16868
31/01/2000,14103,40207037743,734093395.8,16388,16743,16167,16748,16430
01/02/2000,13492,37638729177,687623909,16522,16389,16389,16675,16516
02/02/2000,15944,34775507811,768019706.9,16868,16545,16545,16874,16748
03/02/2000,17557,42241173112,1025172347,17457,16891,16891,17457,17246
04/02/2000,18279,1.20E+11,941957453.7,17932,17470,17470,17961,17775
07/02/2000,14855,98428729180,826499014.8,18125,17937,17746,18125,17895
08/02/2000,20235,65309605833,1151376590,18685,18248,18248,18729,18607
09/02/2000,18478,84940185155,1016683557,18361,18758,18223,18885,18475
10/02/2000,19750,70672639356,929173816,18603,18366,18154,18671,18486
11/02/2000,18347,88641802135,873330711.7,18083,18635,18026,18774,18496
14/02/2000,15835,49186532709,661863061,17819,18083,17745,18264,17981
15/02/2000,17927,61608463785,883813134.8,17920,17818,17450,17931,17636
16/02/2000,18544,33837642656,1012756801,18112,17920,17742,18247,17978
17/02/2000,14185,27955192583,710828920.4,17979,18115,17979,18297,18119
18/02/2000,13600,37984771539,787959316.8,17625,17979,17489,18008,17745
21/02/2000,13823,24833261546,973166320.5,17699,17625,17364,17886,17589
22/02/2000,14301,32566380417,744374469,17489,17698,17465,17913,17683
23/02/2000,13264,23824686580,704575783,17833,17489,17479,17855,17642
24/02/2000,13875,29193995486,755688307.1,17775,17845,17706,18118,17896
25/02/2000,10450,27418687791,584088844.8,17786,17784,17757,17987,17884
28/02/2000,10280,17948409215,487608858,17542,17786,17382,17786,17547
29/02/2000,12312,29940751490,645961809.9,17660,17544,17544,17822,17685
01/03/2000,14890,35546147711,848451102.6,17953,17668,17654,17953,17854
02/03/2000,13094,40212810008,853445799.3,18015,17965,17809,18154,17923
03/03/2000,12098,42760077597,668766615.8,18631,18015,18015,18631,18381
06/03/2000,-,-,-,-,-,-,-,-
07/03/2000,-,-,-,-,-,-,-,-
08/03/2000,5609,10591422983,277285297.3,18282,18617,18183,18617,18271
09/03/2000,10413,23257180759,496243334.1,18650,18285,18285,18650,18516
10/03/2000,10253,20590681360,485489057.1,18280,18650,18232,18720,18536
13/03/2000,10882,24471035239,577209313.5,17594,18279,17505,18279,17696
14/03/2000,12219,26469652070,652641543,17221,17594,17221,17936,17494
15/03/2000,12710,29686313544,723675254.1,17381,17228,16922,17468,17167
16/03/2000,12003,29246030794,734178853.7,17642,17396,17396,17660,17523
17/03/2000,10315,27252423415,632568363.4,17511,17654,17470,17733,17617
20/03/2000,9820,30643126908,478278999.3,17525,17511,17433,17732,17620
21/03/2000,12605,53643638383,687417645.9,18342,17528,17510,18343,17842
22/03/2000,15130,33824371143,782300776.4,18314,18346,18314,18620,18450
23/03/2000,14139,68915356815,771717173.6,18331,18314,18183,18643,18461
24/03/2000,12761,37047212206,659279640.2,18674,18332,18332,18691,18550
27/03/2000,11932,25139546837,547855641.6,18951,18674,18674,19046,18875
28/03/2000,12670,32687175453,719204335.5,18337,18952,18335,18959,18624
29/03/2000,11633,20293057720,589833468.1,18053,18338,17972,18574,18178
30/03/2000,11226,19447494167,647767903.9,17646,18053,17455,18053,17764
31/03/2000,9957,16550225393,642343567.6,17820,17659,17559,17949,17768
03/04/2000,11915,15073735920,556680384.2,17245,17825,17173,17825,17329
04/04/2000,17555,29381719499,909479489.2,16757,17253,16095,17450,16889
05/04/2000,17347,33329146183,909394522.8,16714,16762,16229,17042,16674
06/04/2000,14895,25531789706,774418286.7,17146,16718,16718,17152,16986
07/04/2000,11514,21721422250,580611711.1,17513,17149,17149,17513,17352
10/04/2000,9566,21504800826,485394485.3,16783,17519,16781,17571,17206
11/04/2000,13240,23043913416,649572097.1,16539,16786,16309,16867,16600
12/04/2000,13867,23525697078,812460607.5,16323,16542,16310,16785,16569
13/04/2000,12394,24527952141,661141524.1,15500,16325,15500,16605,16164
14/04/2000,19391,51077473629,887217689.6,14794,15500,14596,15500,15039
17/04/2000,17657,46095292908,859598047.9,14815,14761,14029,14820,14536
18/04/2000,17798,36557558845,927423747.4,15408,14817,14767,15468,15046
19/04/2000,13304,29864210522,657822344.8,14926,15437,14849,15535,15171
20/04/2000,8587,15726788882,383712392,15203,14938,14938,15203,15080
21/04/2000,-,-,-,-,-,-,-,-
24/04/2000,9906,17434049268,486220760,14794,15204,14624,15225,14872
25/04/2000,12919,26303894055,601773683,15400,14798,14798,15402,15243
26/04/2000,15754,43484332125,859901907.8,15446,15401,15267,15517,15397
27/04/2000,18740,44661073142,1028913781,15440,15446,14835,15487,15192
28/04/2000,23205,95802779222,1290258955,15537,15450,15450,15906,15772
01/05/2000,-,-,-,-,-,-,-,-
02/05/2000,17321,32923863418,739357673,15524,15596,15523,15944,15794
03/05/2000,12691,24965379246,598793025.8,15108,15523,14980,15523,15234
04/05/2000,13193,25715526075,564581414.4,14969,15111,14872,15143,15024
05/05/2000,13124,25318216080,467282522.1,15217,14966,14811,15217,15085
08/05/2000,9493,17058243619,367885888.3,14890,15219,14867,15223,15006
09/05/2000,14429,24134595160,534975192.8,14581,14897,14411,15041,14651
10/05/2000,14283,46247775584,687804603.4,14433,14569,14239,14586,14384
11/05/2000,14484,40847271342,678777775.2,14498,14447,14397,14723,14625
12/05/2000,13479,28682037809,643840684.3,14458,14495,14350,14638,14522
15/05/2000,10409,20465102268,469369423.3,15055,14469,14397,15069,14594
16/05/2000,16601,33349203072,574179637.3,15360,15074,15074,15445,15316
17/05/2000,9727,18430809819,304422343.4,14870,15360,14855,15360,14987
18/05/2000,10039,19132821163,379209603.6,14626,14875,14619,14973,14754
19/05/2000,11758,21952449618,416763932.6,14326,14594,13922,14618,14198
22/05/2000,13687,24122729740,481605849.1,13891,14329,13583,14368,13845
23/05/2000,13581,31816351409,596345816.5,13587,13891,13582,14145,13902
24/05/2000,15938,41587355029,743843763.3,14166,13591,13555,14197,13775
25/05/2000,15223,41781415551,919404984.7,14185,14187,14026,14499,14276
26/05/2000,14984,54960633199,687741848.5,14542,14204,14172,14548,14389
29/05/2000,10280,39471654512,302403544.7,14772,14540,14540,14857,14771
30/05/2000,17040,48589288083,872506725.1,15248,14815,14815,15307,15048
31/05/2000,17447,80884609365,798556375.3,14956,15251,14930,15328,15161
01/06/2000,17244,56030386266,805833585.8,15450,14967,14967,15472,15344
02/06/2000,22150,68684099964,1198271895,16222,15518,15518,16260,16117
05/06/2000,13838,28907352635,520967863.7,16022,16222,15974,16312,16150
06/06/2000,15335,30534514763,664476007.3,15946,16017,15826,16172,16032
07/06/2000,14516,35642015854,686614439.8,16271,15954,15709,16277,15971
08/06/2000,15892,29605170941,651001105.4,16398,16285,16226,16640,16417
09/06/2000,13638,25425866095,637995251.4,16342,16420,16200,16560,16346
12/06/2000,10344,16121939255,321940211.4,16096,16351,16084,16364,16213
13/06/2000,14564,33321781112,714203394.9,16354,16099,16074,16359,16231
14/06/2000,21481,44211003896,969582666.1,16366,16365,16135,16523,16374
15/06/2000,14875,36097252371,633019472.8,16561,16369,16321,16629,16483
16/06/2000,15906,39545822545,803894815.7,16424,16566,16378,16598,16508
19/06/2000,17013,39661859688,939269110.9,16850,16423,16411,16862,16588
20/06/2000,15847,31957160953,768458084.5,16843,16854,16710,16949,16809
21/06/2000,22831,58169610665,1269472256,17254,16853,16853,17371,17211
22/06/2000,-,-,-,-,-,-,-,-
23/06/2000,15188,38300309779,938213979.1,16977,17205,16909,17265,17063
26/06/2000,14908,31456994375,659277020.6,16744,16977,16685,17019,16818
27/06/2000,15625,35808276266,583117647.2,16512,16743,16388,16780,16603
28/06/2000,14395,40040210394,563156202.5,16842,16532,16493,17101,16862
29/06/2000,11395,21973460393,401719619.1,16407,16830,16373,16849,16506
30/06/2000,13166,24305320504,498240159,16727,16404,16399,16836,16651
03/07/2000,14787,24916348303,457494852.8,17088,16746,16743,17098,16957
04/07/2000,14685,20673322361,429708184.9,17279,17105,17088,17340,17270
05/07/2000,18139,33403174206,742371605.9,17134,17284,17086,17361,17257
06/07/2000,17702,31284255031,614804512.2,17348,17147,17024,17366,17222
07/07/2000,20187,38074012035,773170958.8,17598,17351,17351,17754,17622
10/07/2000,14426,29368284652,497524307.6,17471,17619,17443,17794,17577
11/07/2000,16272,28958686543,546918637.1,16880,17473,16831,17473,17099
12/07/2000,15061,26560476477,630267596.5,17053,16892,16692,17174,16940
13/07/2000,13870,24433722068,506406431.1,16444,17057,16415,17353,16782
14/07/2000,11376,23461599328,462701037.9,16880,16438,16421,16884,16663
17/07/2000,13810,23928505441,680074375,17387,16890,16890,17394,17257
18/07/2000,13740,23176841645,554249425.4,17368,17379,17280,17565,17420
19/07/2000,11837,24556390871,486830816,16927,17354,16868,17357,17028
20/07/2000,10774,26455960401,431614115.4,17203,16950,16950,17352,17228
21/07/2000,13710,20967086704,598703425.1,17318,17207,17071,17364,17249
24/07/2000,15987,26014359082,595297539.4,17385,17314,17314,17585,17471
25/07/2000,14095,19867843037,512506213.3,17049,17390,17046,17530,17270
26/07/2000,14025,19338925637,492156113.7,17121,17049,16839,17211,16990
27/07/2000,12722,24449274076,536237528.7,16948,17121,16923,17225,17036
28/07/2000,12586,77042942120,484752716.8,16485,16948,16448,17038,16653
31/07/2000,9246,16190631162,332597281,16454,16486,16454,16712,16638
01/08/2000,13521,18830738082,596133644.3,16289,16474,16124,16591,16410
02/08/2000,13918,18613438440,510262072.8,16314,16284,16120,16534,16358
03/08/2000,12418,19802811199,424430839.8,16720,16247,16072,16761,16374
04/08/2000,12945,19857250962,777733044,16761,16726,16717,16907,16804
07/08/2000,12148,17235513613,535709750.1,16995,16768,16768,17014,16897
08/08/2000,16790,28942265371,928891003.2,16884,17001,16857,17061,16940
09/08/2000,15538,27581834808,832614738.8,16533,16894,16510,16976,16710
10/08/2000,16959,45252517729,1040240536,16834,16518,16501,17007,16786
11/08/2000,16136,37620346398,761848071.3,17395,16846,16705,17395,16938
14/08/2000,19593,37340348024,825157590.6,17810,17401,17333,17925,17659
15/08/2000,17292,40135097069,692721320.8,17744,17810,17689,17901,17807
16/08/2000,22079,51958762822,1127701933,17330,17741,17275,17770,17498
17/08/2000,20873,42037320143,911305235.6,17702,17326,17321,17853,17676
18/08/2000,12848,47042564499,512894573,17313,17702,17257,17780,17452
21/08/2000,11282,41091458538,576453067.6,17083,17317,17066,17433,17244
22/08/2000,12903,23801365964,497931264.8,17224,17086,17086,17427,17342
23/08/2000,14189,52549889564,637207800.6,17450,17252,17137,17455,17308
24/08/2000,12176,33586748377,429644641.8,17310,17454,17186,17454,17263
25/08/2000,14358,43485239330,661979014.5,17642,17315,17315,17667,17579
28/08/2000,10950,37185162437,434984406.7,17460,17657,17380,17685,17576
29/08/2000,14855,27373946902,616189041.6,17354,17453,17232,17490,17398
30/08/2000,18735,35444178694,889478688.5,17414,17358,17309,17563,17451
31/08/2000,21496,45163854011,993529611.8,17346,17416,17327,17562,17443
01/09/2000,16333,27007828941,647520195.5,17577,17359,17359,17577,17522
04/09/2000,11885,33482135118,377910347.8,17613,17577,17569,17714,17649
05/09/2000,12066,40234672076,489155270.5,17424,17613,17416,17632,17487
06/09/2000,14100,52877905739,538497909.6,17589,17441,17441,17647,17583
07/09/2000,-,-,-,-,-,-,-,-
08/09/2000,8171,12762482703,290488121.4,17433,17594,17428,17686,17492
11/09/2000,10976,22638402815,424535777.7,17287,17442,17236,17448,17348
12/09/2000,13696,27616151825,565595025.7,16882,17285,16882,17303,17086
13/09/2000,13645,28263342799,629589460.1,16998,16888,16878,17089,16986
14/09/2000,11625,21255665544,473194816,16768,17031,16730,17104,16946
15/09/2000,11821,17535251889,476335068.2,16563,16770,16515,16770,16624
18/09/2000,13404,20638705886,481548816.4,15913,16562,15913,16608,16161
19/09/2000,13686,22750433257,504971985.2,16188,15922,15823,16189,15997
20/09/2000,11544,20600521184,452021151.4,16077,16195,15812,16215,16013
21/09/2000,9486,20204945953,369342265.2,16146,16065,15949,16172,16044
22/09/2000,11801,20067075812,539194233.6,16353,16098,15707,16425,15926
25/09/2000,10092,22649629623,402264915.8,16318,16361,16317,16520,16417
26/09/2000,9601,15781486369,361875254.6,16254,16318,16195,16467,16314
27/09/2000,14852,26001689598,557129834.3,15848,16289,15748,16401,16122
28/09/2000,9482,17802458611,347857646.8,16013,15849,15656,16040,15921
29/09/2000,10296,18127849920,395872311.5,15928,16019,15829,16135,16015
02/10/2000,9307,17436281902,330465550.9,15559,15949,15536,16090,15804
03/10/2000,10276,18541743533,368342261.6,15633,15561,15561,15917,15769
04/10/2000,10854,17526723917,439392084.9,15876,15652,15652,15882,15774
05/10/2000,13249,25702930171,543520348.9,16362,15876,15876,16393,16173
06/10/2000,14223,22467151325,463407599.7,15945,16366,15816,16403,16040
09/10/2000,8431,15904228365,316418915.1,15855,15946,15617,15972,15798
10/10/2000,9118,16407036270,378928968.2,15747,15845,15725,16008,15866
11/10/2000,8974,12127733308,336052582.6,15526,15737,15463,15737,15583
12/10/2000,-,-,-,-,-,-,-,-
13/10/2000,10664,18050738207,415067438.5,15385,15440,15067,15440,15250
16/10/2000,13289,25778905207,504711718.5,15241,15386,15216,15584,15364
17/10/2000,11784,23891853382,436665296.8,14870,15259,14862,15386,15060
18/10/2000,34387,55462308755,1216699051,14420,14836,14218,14836,14420
19/10/2000,13554,28709426295,628702555.8,14845,14489,14489,14867,14735
20/10/2000,12655,17477518800,427234127.5,14529,14845,14500,14917,14706
23/10/2000,12718,18201070384,423964800.6,13989,14533,13982,14535,14279
24/10/2000,15731,25806631551,532934495.8,13799,14013,13672,14177,13939
25/10/2000,14851,24438613475,582316974.5,13665,13795,13570,13927,13757
26/10/2000,13328,22182904177,519065324.3,14223,13704,13679,14223,13824
27/10/2000,12859,19922807606,534273412,14691,14250,14250,14699,14489
30/10/2000,10572,18069243453,398250023.1,14891,14707,14488,14950,14675
31/10/2000,12988,24688208675,617172022.7,14867,14915,14859,15099,14994
01/11/2000,11569,16479049257,395541125.4,14791,14857,14570,14859,14679
02/11/2000,-,-,-,-,-,-,-,-
03/11/2000,12786,18066698042,444696173.6,14533,14785,14424,14925,14680
06/11/2000,9298,14963127668,346377019,14800,14533,14503,14867,14698
07/11/2000,12204,21502962874,494751945.1,14968,14780,14542,15028,14797
08/11/2000,12141,21538849959,507490556.9,14656,14981,14649,15191,14920
09/11/2000,12204,22211409181,541682486.9,14524,14667,14411,14781,14614
10/11/2000,10295,15811760635,415856792.1,14625,14541,14449,14700,14609
13/11/2000,13011,20654280978,427035962.3,14371,14606,14200,14609,14364
14/11/2000,13071,22806969155,496021244.8,14540,14395,14395,14630,14531
15/11/2000,-,-,-,-,-,-,-,-
16/11/2000,9317,15308856138,332396489.2,14489,14546,14418,14574,14519
17/11/2000,12448,19731315213,412946053.9,14323,14479,14093,14569,14253
20/11/2000,12624,22735349017,614403978.8,14499,14323,14103,14534,14307
21/11/2000,14474,23339664013,530669245.8,14783,14497,14486,14844,14651
22/11/2000,13169,21238729671,504219405.5,14576,14766,14564,14766,14665
23/11/2000,10846,15216968830,365371297.8,14314,14578,14187,14603,14361
24/11/2000,8986,14265141475,292698436,14335,14315,14190,14412,14290
27/11/2000,12991,19005938425,424408184.6,14008,14339,13940,14494,14269
28/11/2000,12529,21691566420,450022477.4,13913,14011,13756,14011,13867
29/11/2000,11430,21829083129,422037043.5,13787,13920,13781,14074,13901
30/11/2000,13414,23259525855,481083383.2,13287,13779,13287,13779,13530
01/12/2000,10805,21165293124,577745211.5,13437,13303,13281,13579,13432
04/12/2000,8300,16041399921,260747465.6,13510,13396,13247,13538,13378
05/12/2000,13063,22930678596,485111211.7,14181,13512,13512,14187,13920
06/12/2000,14126,23542223804,543541110.7,13945,14180,13945,14276,14145
07/12/2000,12510,18737518158,541068725.7,14459,13946,13920,14459,14112
08/12/2000,16859,37562062904,730069985.1,14982,14462,14460,15062,14862
11/12/2000,14658,25583974802,577606751.2,15187,14991,14991,15354,15188
12/12/2000,11345,20147655822,467140773,14906,15185,14872,15186,15028
13/12/2000,16484,32298341140,884594293,15290,14915,14900,15388,15071
14/12/2000,10674,17031627163,503762911.9,15259,15261,15079,15314,15212
15/12/2000,9755,15458273871,371642299.3,14987,15252,14830,15252,15007
18/12/2000,12485,40392004577,632791665.4,15082,15001,15001,15282,15162
19/12/2000,11803,33555036640,458199527.3,15336,15085,15084,15414,15228
20/12/2000,13146,28124924234,519673050.8,14622,15305,14617,15327,14902
21/12/2000,12826,26442130753,584966690.4,14505,14726,14461,14957,14695
22/12/2000,8661,14372541006,339636485.4,14652,14532,14532,14801,14656
25/12/2000,-,-,-,-,-,-,-,-
26/12/2000,8217,17775725381,535050671.4,14794,14663,14661,14850,14734
27/12/2000,12939,34008141678,480558343,15186,14804,14804,15222,15034
28/12/2000,12564,35990495785,528436864,15259,15188,15132,15269,15211
29/12/2000,-,-,-,-,-,-,-,-
01/01/2001,-,-,-,-,-,-,-,-
02/01/2001,13713,25856962760,543151645.7,15425,15242,15173,15621,15513
03/01/2001,21327,49893432790,856613943.5,16599,15425,15252,16599,15728
04/01/2001,19600,37911837002,813953684.1,16675,16596,16586,16933,16784
05/01/2001,13829,25343855483,541665659,16409,16678,16379,16887,16580
08/01/2001,11429,18726041667,416697985,16562,16397,16225,16622,16406
09/01/2001,21443,42940470703,876101923.3,16975,16566,16566,17095,16924
10/01/2001,16779,30775157053,670326306.4,16918,16964,16701,17093,16882
11/01/2001,16668,24200923150,591103233.1,17023,16908,16797,17044,16915
12/01/2001,15623,25097726656,635487478.6,16850,17034,16820,17213,17013
15/01/2001,9007,11060770931,220197347,16962,16857,16857,17034,16951
16/01/2001,13571,23703055764,551366507.5,16720,16973,16662,17034,16849
17/01/2001,18586,44478784916,823892117.8,17191,16747,16745,17254,17066
18/01/2001,20610,81544824746,795421249.6,17521,17203,17152,17641,17364
19/01/2001,14983,42998485399,653137387.3,17530,17525,17511,17815,17614
22/01/2001,10875,19378231887,441511031.5,17391,17548,17297,17577,17395
23/01/2001,19295,40852549112,801763986.1,17832,17380,17375,17863,17658
24/01/2001,20142,44333778040,855967280.5,17771,17849,17698,18022,17837
25/01/2001,-,-,-,-,-,-,-,-
26/01/2001,16624,41145376516,709470603.8,17889,17776,17591,17930,17729
29/01/2001,13826,41992465595,583922604.9,17883,17905,17704,18023,17905
30/01/2001,15161,41676242921,687812774.9,17722,17881,17667,17898,17781
31/01/2001,17235,30979166703,653946216.6,17672,17724,17636,17919,17808
01/02/2001,21046,38316351564,769458442.7,17038,17670,16976,17673,17277
02/02/2001,13571,24505730580,517927524.6,16914,17026,16780,17205,16955
05/02/2001,10967,19611100586,355969623.4,16731,16913,16538,16940,16715
06/02/2001,13393,19476392749,471091965.6,17006,16734,16734,17017,16909
07/02/2001,12267,22906234649,453488616.6,16812,17002,16630,17002,16739
08/02/2001,14222,26460039802,561101226.8,17243,16814,16814,17278,17096
09/02/2001,11982,21533169561,498439672.4,17138,17257,17049,17270,17159
12/02/2001,11519,16949107403,407303871.6,16917,17162,16883,17233,17093
13/02/2001,11824,19446731228,513761205.3,17095,16921,16882,17174,17047
14/02/2001,20000,28811728779,779695147.3,17120,17077,16904,17283,17094
15/02/2001,11738,19915776206,490566839.1,16937,17121,16922,17260,17099
16/02/2001,18961,30921632452,699336798.9,16259,16934,16100,16950,16526
19/02/2001,10882,18384957267,468290355.5,16060,16262,16022,16391,16157
20/02/2001,15138,32191094168,611198241,15910,16065,15783,16242,15989
21/02/2001,17384,26961115132,645088468.8,15593,15909,15567,15909,15711
22/02/2001,14456,24784898850,735300785.6,15910,15604,15558,15913,15719
23/02/2001,10270,19343606821,503270251.4,16157,15920,15830,16222,15935
26/02/2001,-,-,-,-,-,-,-,-
27/02/2001,-,-,-,-,-,-,-,-
28/02/2001,9339,20587583311,360451840.4,15891,16157,15891,16268,15984
01/03/2001,11275,18314662700,472259042.9,16416,15890,15875,16438,16134
02/03/2001,12401,21271838403,497516527.4,16581,16422,16233,16723,16476
05/03/2001,10354,14307464256,379092430.6,16537,16620,16477,16737,16578
06/03/2001,14640,23829740321,527831198.9,16324,16573,16287,16813,16646
07/03/2001,13218,27545217526,521735822.1,16395,16328,16223,16429,16338
08/03/2001,16604,25204449015,642189671.9,16226,16401,16099,16531,16376
09/03/2001,12890,19693569931,519135234.8,16123,16233,16017,16247,16097
12/03/2001,12609,20255798463,464017362.6,15527,16125,15523,16142,15887
13/03/2001,14347,27128347936,552596787.5,15584,15536,15460,15768,15583
14/03/2001,15154,27354813293,582787238.4,15244,15582,15070,15582,15237
15/03/2001,16628,23554004206,709987693.1,15060,15251,14977,15481,15265
16/03/2001,13420,18799672780,535110946.9,15237,15075,15047,15356,15181
19/03/2001,12515,24757223270,406306343.3,14835,15249,14801,15377,14963
20/03/2001,15461,27406158816,627129336.1,14903,14853,14853,15076,14990
21/03/2001,13183,21438868157,501904518.4,14852,14914,14754,15198,14933
22/03/2001,21444,38102132241,814464382.2,14067,14846,13761,14846,14150
23/03/2001,18501,31379624896,665611674.8,14435,14069,13856,14435,14117
26/03/2001,14218,25453413449,500673679.2,14712,14443,14443,14912,14776
27/03/2001,13278,25011683652,478282770.4,14835,14732,14608,14950,14829
28/03/2001,9911,19778434406,303446353.4,14631,14842,14574,14848,14642
29/03/2001,14984,29616121680,508600976.3,14282,14646,14225,14713,14552
30/03/2001,14105,31184898156,591976576.9,14438,14291,13922,14438,14124
02/04/2001,10014,18328575935,386665286.6,13981,14441,13980,14481,14209
03/04/2001,13055,30280920138,414279843,13736,13987,13663,14001,13762
04/04/2001,13580,29528443499,509865956.3,13854,13739,13739,14135,13942
05/04/2001,14516,32648654462,549164215.5,14442,13865,13865,14481,14279
06/04/2001,15834,25961395762,506266276.2,14484,14426,14371,14681,14502
09/04/2001,12371,27909404431,384356625.2,14718,14488,14446,14718,14569
10/04/2001,16090,33151271480,569331308.4,15047,14725,14725,15097,14993
11/04/2001,16440,36462529150,590860564.7,14818,15057,14723,15267,14907
12/04/2001,11303,23104191311,453476017.4,14969,14811,14489,14969,14673
13/04/2001,-,-,-,-,-,-,-,-
16/04/2001,10927,29095438320,396207054,14444,14974,14387,14976,14554
17/04/2001,12188,49900954169,432040063.2,14336,14443,14222,14554,14369
18/04/2001,23725,40155471545,1406247991,14955,14344,14323,15150,14848
19/04/2001,15537,27647992204,492892500.6,14431,14955,14420,15015,14705
20/04/2001,20712,43953526964,735972326,13696,14408,13624,14408,13798
23/04/2001,14009,21114356917,406220189.5,13892,13733,13325,13892,13611
24/04/2001,12317,18473670306,392511193.5,14068,13893,13893,14206,14069
25/04/2001,14951,30479797054,580991717.3,14162,14061,13785,14221,14086
26/04/2001,16326,37587392600,678944439.8,14757,14204,14202,14770,14577
27/04/2001,15881,31495971143,594841564.1,14927,14751,14751,15134,14981
30/04/2001,12046,24416784142,448516665.3,14917,14944,14838,15210,15019
01/05/2001,-,-,-,-,-,-,-,-
02/05/2001,14667,26342979048,573597251.1,14897,14877,14635,14919,14784
03/05/2001,13454,25802333801,508080625,15141,14905,14761,15141,14924
04/05/2001,14614,23971370416,438319974,15092,15141,15045,15304,15205
07/05/2001,11135,19904580907,327516827.2,14875,15102,14861,15221,15030
08/05/2001,13931,25183679477,466600100.3,14747,14860,14655,14962,14768
09/05/2001,15153,28962521442,546340392.6,14778,14717,14576,14866,14731
10/05/2001,14420,26068603196,550985110.6,14993,14796,14796,15117,15017
11/05/2001,15253,24324951043,433084992.6,14493,15011,14409,15017,14651
14/05/2001,11021,18221125807,357357219.9,14132,14498,14076,14507,14206
15/05/2001,14272,36510352810,450470904.1,14226,14140,14110,14313,14251
16/05/2001,15005,38468386500,529606237,14714,14255,14255,14737,14554
17/05/2001,13623,24880348523,488251791.3,14793,14726,14725,15094,14853
18/05/2001,14225,30238395445,500963863.2,14884,14847,14801,15011,14875
21/05/2001,15095,32838472090,527356860.2,15127,14870,14806,15156,15007
22/05/2001,15018,31150039446,550200613.5,14828,15141,14794,15197,15091
23/05/2001,15321,37994371246,676427988.9,14691,14828,14626,14904,14770
24/05/2001,14476,42169284950,584990540,14523,14693,14431,14833,14558
25/05/2001,14024,29428131101,456951054.9,14310,14523,14186,14588,14358
28/05/2001,9191,13320331896,212708309.8,14302,14328,14056,14435,14187
29/05/2001,12193,24114339144,472888904.3,14453,14302,14300,14489,14418
30/05/2001,12546,28282042871,462695723.3,14489,14458,14347,14578,14461
31/05/2001,12643,26771049206,500574576.4,14649,14514,14507,14716,14635
01/06/2001,11631,32796961620,444144468.4,14791,14654,14409,14791,14579
04/06/2001,12580,21236138381,446365188.3,15103,14798,14798,15143,15043
05/06/2001,17224,35562272423,718529208.2,15394,15107,15050,15406,15260
06/06/2001,15616,32066462918,547329122.4,15328,15393,15268,15568,15370
07/06/2001,15287,29140095036,570281275.1,15464,15318,15200,15545,15424
08/06/2001,12704,24073574995,477632116.2,15366,15468,15355,15644,15536
11/06/2001,10388,32530089648,424179202.4,15224,15290,15156,15396,15277
12/06/2001,12668,22812755776,550792766.3,15173,15237,14955,15237,15067
13/06/2001,25544,37429993376,941498428.5,15403,15175,15175,15599,15415
14/06/2001,-,-,-,-,-,-,-,-
15/06/2001,8964,13992261830,328634945.3,14985,15385,14964,15385,15141
18/06/2001,14839,24128485805,515601231.1,14355,14981,14332,14981,14541
19/06/2001,15124,26936254211,520047999.6,14400,14374,14244,14541,14409
20/06/2001,13823,25287197680,448152759.1,14571,14396,14393,14599,14512
21/06/2001,15820,30860281730,606675624.8,14822,14534,14507,14840,14716
22/06/2001,14431,24897108827,568184836.8,14682,14870,14676,15105,14799
25/06/2001,13925,23561445642,466489829.3,14539,14681,14479,14870,14637
26/06/2001,15106,37747153512,550827796,14459,14520,14401,14619,14513
27/06/2001,13264,20358356430,426338268.6,14308,14476,14264,14629,14514
28/06/2001,12690,21331493081,485499638.4,14390,14320,14164,14429,14338
29/06/2001,12730,20430548614,433957053.9,14559,14411,14375,14639,14498
02/07/2001,11041,18757938870,371019933.6,14555,14579,14482,14658,14579
03/07/2001,12669,20222519215,387849043.9,14352,14560,14325,14771,14519
04/07/2001,11663,24088212950,352770217,14056,14351,13983,14395,14195
05/07/2001,15623,27776316870,551445057.1,14047,14083,13942,14279,14134
06/07/2001,13537,28090062658,470009088,13906,14029,13788,14052,13915
09/07/2001,-,-,-,-,-,-,-,-
